Device: DAQ 4
Serial Number: 2135C5F
Channel Count: 7
Sample Count: 3986
Start Time: 8/25/2023 10:24:33 AM
Scan Rate: 1
Sample,Date/Time,Engine Inlet Left (°C),TC15 (°C),TESS Out (°C),Engine Exhaust (°C),Engine Inlet Right (°C),TC18 (°C),TESS In (°C)
3048,8/25/2023 11:15:21 AM,121.351,30.108,32.645,175.872,60.580,29.710,28.937
3049,8/25/2023 11:15:22 AM,121.855,30.087,32.653,176.319,66.203,29.607,28.923
3050,8/25/2023 11:15:23 AM,122.374,30.051,32.485,176.439,63.020,29.784,28.864
3051,8/25/2023 11:15:24 AM,123.798,30.221,32.406,176.111,63.335,29.754,28.923
3052,8/25/2023 11:15:25 AM,121.414,30.097,32.429,175.940,62.095,29.777,28.754
3053,8/25/2023 11:15:26 AM,115.387,30.068,32.312,175.091,62.368,29.733,28.813
3054,8/25/2023 11:15:27 AM,106.169,30.126,32.356,174.652,60.783,29.756,28.719
3055,8/25/2023 11:15:28 AM,103.353,30.068,32.443,174.205,58.097,29.786,28.836
3056,8/25/2023 11:15:29 AM,99.084,30.038,32.297,173.409,60.547,29.823,28.742
3057,8/25/2023 11:15:30 AM,106.409,30.208,32.364,173.186,61.925,29.823,28.771
3058,8/25/2023 11:15:31 AM,104.741,30.158,32.211,173.090,65.404,29.832,28.721
3059,8/25/2023 11:15:32 AM,109.688,30.040,32.211,173.373,73.025,29.670,28.868
3060,8/25/2023 11:15:33 AM,111.064,30.070,32.226,173.441,73.104,29.664,28.773
3061,8/25/2023 11:15:34 AM,110.905,30.055,32.240,173.858,75.610,29.723,28.803
3062,8/25/2023 11:15:35 AM,113.356,30.040,32.299,173.405,70.263,29.716,28.870
3063,8/25/2023 11:15:36 AM,115.310,30.019,32.161,173.056,68.223,29.710,28.761
3064,8/25/2023 11:15:37 AM,119.785,30.101,32.242,172.573,62.382,29.674,28.784
3065,8/25/2023 11:15:38 AM,121.784,30.059,32.186,172.120,64.097,29.712,28.866
3066,8/25/2023 11:15:39 AM,120.591,30.032,32.202,172.060,68.483,29.697,28.895
3067,8/25/2023 11:15:40 AM,115.432,30.040,32.079,171.607,64.392,29.647,28.668
3068,8/25/2023 11:15:41 AM,116.043,30.011,32.035,171.494,69.342,29.800,28.821
3069,8/25/2023 11:15:42 AM,98.792,30.004,31.955,170.996,72.472,29.676,28.962
3070,8/25/2023 11:15:43 AM,94.684,29.969,32.081,170.490,76.094,29.706,28.859
3071,8/25/2023 11:15:44 AM,93.614,29.918,32.133,169.798,69.774,29.641,28.971
3072,8/25/2023 11:15:45 AM,96.297,29.985,32.112,169.397,71.736,29.758,28.868
3073,8/25/2023 11:15:46 AM,101.973,29.956,32.054,169.292,67.468,29.743,28.882
3074,8/25/2023 11:15:47 AM,109.816,30.008,32.179,168.742,61.675,29.758,28.868
3075,8/25/2023 11:15:48 AM,105.952,30.023,32.121,168.265,61.804,29.611,28.882
3076,8/25/2023 11:15:49 AM,103.366,30.038,32.091,168.199,65.312,29.649,28.861
3077,8/25/2023 11:15:50 AM,103.554,29.950,32.106,168.184,70.111,29.649,28.964
3078,8/25/2023 11:15:51 AM,100.654,29.914,32.056,168.357,75.074,29.628,28.781
3079,8/25/2023 11:15:52 AM,108.940,29.929,31.953,168.788,71.938,29.672,28.855
3080,8/25/2023 11:15:53 AM,112.636,29.929,32.012,168.610,66.567,29.716,28.840
3081,8/25/2023 11:15:54 AM,114.581,29.914,31.880,167.836,58.690,29.643,28.678
3082,8/25/2023 11:15:55 AM,117.212,30.002,31.909,166.711,57.848,29.678,28.817
3083,8/25/2023 11:15:56 AM,117.445,29.914,31.880,166.360,57.811,29.846,28.632
3084,8/25/2023 11:15:57 AM,116.616,29.943,31.938,165.950,55.645,29.676,28.889
3085,8/25/2023 11:15:58 AM,114.857,30.031,31.938,165.391,56.385,29.697,28.660
3086,8/25/2023 11:15:59 AM,111.954,30.002,31.909,164.871,51.690,29.668,28.733
3087,8/25/2023 11:16:00 AM,112.027,30.031,31.997,164.692,53.578,29.741,28.939
3088,8/25/2023 11:16:01 AM,109.549,29.914,31.953,164.321,52.742,29.668,28.851
3089,8/25/2023 11:16:02 AM,109.867,29.958,31.953,163.940,58.318,29.851,28.872
3090,8/25/2023 11:16:03 AM,109.331,29.958,31.982,164.149,60.746,29.836,28.872
3091,8/25/2023 11:16:04 AM,104.652,30.097,31.974,164.416,69.033,29.777,28.754
3092,8/25/2023 11:16:05 AM,101.872,30.015,31.951,164.648,68.382,29.888,28.616
3093,8/25/2023 11:16:06 AM,103.697,29.962,32.016,164.142,55.522,29.697,28.763
3094,8/25/2023 11:16:07 AM,105.075,30.027,32.022,163.690,55.761,29.779,28.859
3095,8/25/2023 11:16:08 AM,108.537,30.034,32.087,162.976,55.919,29.617,28.830
3096,8/25/2023 11:16:09 AM,106.330,30.025,32.064,162.849,57.220,29.741,28.880
3097,8/25/2023 11:16:10 AM,101.802,30.002,32.056,162.915,59.353,29.645,28.857
3098,8/25/2023 11:16:11 AM,96.852,29.965,32.121,162.876,65.543,29.769,28.775
3099,8/25/2023 11:16:12 AM,104.860,30.059,32.039,163.233,72.133,29.813,28.731
3100,8/25/2023 11:16:13 AM,102.427,29.992,32.163,163.403,76.062,29.716,28.738
3101,8/25/2023 11:16:14 AM,81.693,30.036,32.163,163.314,75.460,29.760,28.664
3102,8/25/2023 11:16:15 AM,75.407,30.095,32.089,162.220,75.252,29.796,28.729
3103,8/25/2023 11:16:16 AM,69.765,30.109,32.236,161.462,69.768,29.796,28.744
3104,8/25/2023 11:16:17 AM,76.867,30.080,32.207,161.053,66.895,29.817,28.647
3105,8/25/2023 11:16:18 AM,88.503,30.109,32.119,160.934,63.899,29.758,28.691
3106,8/25/2023 11:16:19 AM,98.592,30.036,32.148,160.815,65.304,29.802,28.794
3107,8/25/2023 11:16:20 AM,98.635,30.036,32.133,160.548,64.874,29.846,28.735
3108,8/25/2023 11:16:21 AM,103.480,30.095,32.265,160.280,60.842,29.832,28.824
3109,8/25/2023 11:16:22 AM,106.124,30.109,32.324,159.828,53.315,29.840,28.759
3110,8/25/2023 11:16:23 AM,108.757,30.080,32.280,158.946,52.126,29.804,28.767
3111,8/25/2023 11:16:24 AM,108.482,30.065,32.236,159.243,57.914,29.790,28.782
3112,8/25/2023 11:16:25 AM,106.615,30.139,32.265,158.999,56.283,29.783,28.746
3113,8/25/2023 11:16:26 AM,106.138,30.124,32.280,158.776,56.196,29.886,28.761
3114,8/25/2023 11:16:27 AM,107.628,30.109,32.339,158.286,56.757,29.681,28.599
3115,8/25/2023 11:16:28 AM,109.177,30.080,32.221,157.835,54.002,29.659,28.651
3116,8/25/2023 11:16:29 AM,109.721,30.044,32.274,157.784,54.385,29.741,28.733
3117,8/25/2023 11:16:30 AM,109.779,30.147,32.244,157.228,53.615,29.647,28.697
3118,8/25/2023 11:16:31 AM,109.417,30.059,32.274,157.029,55.970,29.846,28.706
3119,8/25/2023 11:16:32 AM,109.613,30.053,32.311,157.415,60.239,29.699,28.794
3120,8/25/2023 11:16:33 AM,108.912,30.002,32.261,157.177,59.334,29.934,28.735
3121,8/25/2023 11:16:34 AM,109.253,30.055,32.284,156.955,60.340,29.773,28.721
3122,8/25/2023 11:16:35 AM,106.801,30.092,32.146,156.800,61.166,29.840,28.788
3123,8/25/2023 11:16:36 AM,107.888,30.050,32.118,156.437,58.330,29.745,28.781
3124,8/25/2023 11:16:37 AM,106.227,29.979,32.106,156.454,61.018,29.674,28.666
3125,8/25/2023 11:16:38 AM,107.805,29.996,32.064,156.603,61.248,29.659,28.754
3126,8/25/2023 11:16:39 AM,109.282,29.981,32.049,156.418,59.734,29.624,28.851
3127,8/25/2023 11:16:40 AM,110.283,30.012,32.095,155.810,57.608,29.506,28.748
3128,8/25/2023 11:16:41 AM,108.214,30.029,32.053,155.522,56.839,29.838,28.697
3129,8/25/2023 11:16:42 AM,108.816,30.096,32.106,154.967,59.664,29.743,28.750
3130,8/25/2023 11:16:43 AM,100.590,30.061,32.070,154.812,62.630,29.752,28.832
3131,8/25/2023 11:16:44 AM,98.855,29.996,32.078,154.450,62.781,29.775,28.825
3132,8/25/2023 11:16:45 AM,97.754,30.077,32.013,154.257,58.718,29.804,28.678
3133,8/25/2023 11:16:46 AM,94.934,29.960,32.028,154.073,64.496,29.827,28.643
3134,8/25/2023 11:16:47 AM,94.302,30.033,32.175,154.236,64.023,29.724,28.745
3135,8/25/2023 11:16:48 AM,94.302,30.077,32.189,154.007,56.334,29.733,28.813
3136,8/25/2023 11:16:49 AM,96.956,30.086,32.183,153.577,58.490,29.644,28.827
3137,8/25/2023 11:16:50 AM,101.956,30.042,32.110,153.082,58.053,29.770,28.792
3138,8/25/2023 11:16:51 AM,104.684,30.100,32.095,152.549,51.328,29.873,28.821
3139,8/25/2023 11:16:52 AM,107.179,30.006,32.162,152.578,50.289,29.712,28.733
3140,8/25/2023 11:16:53 AM,105.820,29.991,32.030,152.483,56.897,29.793,28.785
3141,8/25/2023 11:16:54 AM,107.772,29.977,32.045,151.979,56.149,29.837,28.726
3142,8/25/2023 11:16:55 AM,108.915,29.932,32.045,151.876,54.796,29.705,28.888
3143,8/25/2023 11:16:56 AM,108.677,30.088,32.082,151.106,52.635,29.881,28.829
3144,8/25/2023 11:16:57 AM,104.354,30.029,32.068,150.410,50.341,29.676,28.624
3145,8/25/2023 11:16:58 AM,99.666,29.956,32.082,149.936,49.705,29.823,28.918
3146,8/25/2023 11:16:59 AM,100.516,30.044,32.170,149.404,51.914,29.779,28.771
3147,8/25/2023 11:17:00 AM,103.228,29.970,32.082,149.492,51.495,29.764,28.697
3148,8/25/2023 11:17:01 AM,104.065,30.000,32.141,149.226,52.793,29.764,28.800
3149,8/25/2023 11:17:02 AM,106.528,29.947,32.089,149.922,60.216,29.808,28.668
3150,8/25/2023 11:17:03 AM,106.138,29.932,32.118,150.165,59.001,29.770,28.762
3151,8/25/2023 11:17:04 AM,104.519,29.859,32.001,149.721,56.399,29.844,28.762
3152,8/25/2023 11:17:05 AM,99.989,29.903,31.986,149.706,54.111,29.829,28.777
3153,8/25/2023 11:17:06 AM,101.999,29.895,31.963,149.736,58.556,29.770,28.850
3154,8/25/2023 11:17:07 AM,104.670,29.821,31.860,150.091,64.986,29.726,28.777
3155,8/25/2023 11:17:08 AM,105.233,29.968,31.934,149.943,58.211,29.902,28.821
3156,8/25/2023 11:17:09 AM,103.515,29.851,32.007,149.425,54.211,29.770,28.865
3157,8/25/2023 11:17:10 AM,103.515,29.924,31.875,149.188,51.242,29.947,28.674
3158,8/25/2023 11:17:11 AM,105.320,29.895,31.802,148.706,50.151,29.879,28.710
3159,8/25/2023 11:17:12 AM,106.737,30.144,31.890,148.195,51.514,29.871,28.745
3160,8/25/2023 11:17:13 AM,105.855,30.012,31.904,148.254,54.209,29.842,28.834
3161,8/25/2023 11:17:14 AM,97.791,29.998,31.860,147.751,52.985,29.900,28.893
3162,8/25/2023 11:17:15 AM,97.907,30.100,31.772,147.204,50.446,29.739,28.760
3163,8/25/2023 11:17:16 AM,93.361,30.100,31.860,146.658,49.753,29.959,28.790
3164,8/25/2023 11:17:17 AM,91.393,30.012,31.743,146.392,49.695,29.915,28.922
3165,8/25/2023 11:17:18 AM,87.446,30.012,31.640,145.801,51.225,29.798,28.819
3166,8/25/2023 11:17:19 AM,92.901,30.071,31.699,145.550,49.536,29.798,28.878
3167,8/25/2023 11:17:20 AM,94.339,30.071,31.670,145.343,54.526,29.812,28.907
3168,8/25/2023 11:17:21 AM,95.072,30.159,31.288,145.543,53.915,29.894,29.019
3169,8/25/2023 11:17:22 AM,91.307,30.159,31.142,145.241,50.549,29.888,29.071
3170,8/25/2023 11:17:23 AM,92.298,30.056,31.083,144.666,59.332,29.785,29.071
3171,8/25/2023 11:17:24 AM,93.548,30.056,30.966,145.108,57.277,29.902,28.997
3172,8/25/2023 11:17:25 AM,89.599,30.086,30.995,145.197,54.456,29.829,28.953
3173,8/25/2023 11:17:26 AM,91.278,30.144,30.819,144.931,53.477,29.712,28.953
3174,8/25/2023 11:17:27 AM,90.776,29.953,30.819,144.881,53.442,29.984,28.859
3175,8/25/2023 11:17:28 AM,92.959,29.968,30.760,144.490,55.135,29.743,28.808
3176,8/25/2023 11:17:29 AM,96.087,29.932,30.666,144.933,61.215,29.860,28.691
3177,8/25/2023 11:17:30 AM,94.649,30.065,30.534,144.933,62.578,29.949,28.794
3178,8/25/2023 11:17:31 AM,89.859,29.970,30.410,144.499,59.500,29.928,28.876
3179,8/25/2023 11:17:32 AM,96.023,29.838,30.380,144.345,56.691,29.848,28.869
3180,8/25/2023 11:17:33 AM,98.441,29.970,30.175,143.896,52.956,29.930,28.775
3181,8/25/2023 11:17:34 AM,95.902,29.934,30.242,143.092,49.559,29.865,28.754
3182,8/25/2023 11:17:35 AM,90.421,29.928,30.280,143.086,47.037,29.902,28.630
3183,8/25/2023 11:17:36 AM,88.850,29.907,30.185,142.254,47.118,29.896,28.770
3184,8/25/2023 11:17:37 AM,86.434,29.930,30.061,141.952,45.881,29.963,28.779
3185,8/25/2023 11:17:38 AM,85.855,30.056,29.996,141.628,46.822,29.978,28.720
3186,8/25/2023 11:17:39 AM,88.344,30.079,30.093,141.828,56.927,29.913,28.684
3187,8/25/2023 11:17:40 AM,85.721,30.008,30.154,141.704,58.660,29.921,28.766
3188,8/25/2023 11:17:41 AM,83.121,29.884,30.177,141.668,57.073,29.856,28.686
3189,8/25/2023 11:17:42 AM,82.708,29.857,30.105,141.322,47.824,29.850,28.753
3190,8/25/2023 11:17:43 AM,89.004,29.932,30.093,140.895,46.739,29.908,28.650
3191,8/25/2023 11:17:44 AM,93.233,30.014,30.233,140.623,45.038,29.902,28.791
3192,8/25/2023 11:17:45 AM,95.427,30.110,30.242,140.543,49.878,29.881,28.755
3193,8/25/2023 11:17:46 AM,78.509,30.089,30.338,140.463,58.270,29.845,28.852
3194,8/25/2023 11:17:47 AM,70.341,30.054,30.273,140.287,64.916,29.919,28.690
3195,8/25/2023 11:17:48 AM,62.523,30.091,30.237,139.897,68.105,29.795,28.699
3196,8/25/2023 11:17:49 AM,64.631,30.018,30.237,139.729,62.838,29.936,28.678
3197,8/25/2023 11:17:50 AM,66.194,30.150,30.237,139.693,66.201,29.738,28.701
3198,8/25/2023 11:17:51 AM,75.303,30.062,30.340,140.356,62.818,29.900,28.701
3199,8/25/2023 11:17:52 AM,75.770,30.158,30.319,140.688,63.715,29.967,28.724
3200,8/25/2023 11:17:53 AM,78.805,30.173,30.392,140.476,57.247,29.755,28.644
3201,8/25/2023 11:17:54 AM,84.894,30.114,30.363,140.293,50.383,29.851,28.829
3202,8/25/2023 11:17:55 AM,85.897,30.114,30.348,139.350,48.708,29.954,28.917
3203,8/25/2023 11:17:56 AM,87.712,30.181,30.357,138.776,47.450,29.807,28.843
3204,8/25/2023 11:17:57 AM,89.922,30.137,30.313,138.349,46.625,29.719,28.726
3205,8/25/2023 11:17:58 AM,94.504,30.123,30.122,137.687,46.104,29.866,28.755
3206,8/25/2023 11:17:59 AM,96.037,30.102,30.101,137.539,48.852,29.940,28.785
3207,8/25/2023 11:18:00 AM,95.455,30.169,30.021,138.069,52.432,29.910,28.785
3208,8/25/2023 11:18:01 AM,95.737,30.163,29.941,138.157,54.061,29.793,28.799
3209,8/25/2023 11:18:02 AM,95.500,30.156,29.876,138.113,53.153,29.807,28.799
3210,8/25/2023 11:18:03 AM,96.240,30.163,29.897,138.193,54.009,29.946,28.879
3211,8/25/2023 11:18:04 AM,95.607,30.251,29.824,138.105,54.297,29.887,28.820
3212,8/25/2023 11:18:05 AM,97.305,30.163,29.809,138.097,55.052,29.893,28.841
3213,8/25/2023 11:18:06 AM,97.860,30.142,29.832,138.126,54.073,29.849,29.003
3214,8/25/2023 11:18:07 AM,97.616,30.186,29.744,137.802,53.641,30.040,28.930
3215,8/25/2023 11:18:08 AM,97.961,30.274,29.759,137.714,57.225,29.967,28.944
3216,8/25/2023 11:18:09 AM,97.636,30.133,29.838,137.537,59.926,29.923,29.003
3217,8/25/2023 11:18:10 AM,97.052,30.242,29.992,137.626,62.854,29.908,29.003
3218,8/25/2023 11:18:11 AM,95.024,30.184,29.933,137.184,57.915,30.099,28.871
3219,8/25/2023 11:18:12 AM,95.203,30.190,29.954,136.478,54.087,30.026,28.900
3220,8/25/2023 11:18:13 AM,95.720,30.190,29.910,135.993,51.882,29.938,28.886
3221,8/25/2023 11:18:14 AM,96.627,30.175,29.866,135.817,51.031,29.952,28.886
3222,8/25/2023 11:18:15 AM,97.015,30.131,29.895,135.552,52.070,29.996,28.944
3223,8/25/2023 11:18:16 AM,96.734,30.240,29.843,135.605,57.118,29.814,28.953
3224,8/25/2023 11:18:17 AM,97.963,30.349,30.011,135.531,56.097,29.858,28.894
3225,8/25/2023 11:18:18 AM,92.211,30.261,29.893,135.031,55.161,30.005,28.923
3226,8/25/2023 11:18:19 AM,93.590,30.276,29.820,134.790,52.490,29.969,29.064
3227,8/25/2023 11:18:20 AM,95.180,30.284,29.843,134.717,53.340,29.881,28.902
3228,8/25/2023 11:18:21 AM,95.799,30.240,29.813,134.725,51.806,29.860,28.925
3229,8/25/2023 11:18:22 AM,96.929,30.234,29.924,134.813,53.737,30.080,28.940
3230,8/25/2023 11:18:23 AM,97.749,30.263,29.792,135.012,55.186,30.074,28.875
3231,8/25/2023 11:18:24 AM,96.684,30.249,29.895,135.006,49.975,29.906,28.824
3232,8/25/2023 11:18:25 AM,96.051,30.263,29.954,134.022,48.819,30.023,28.927
3233,8/25/2023 11:18:26 AM,94.823,30.242,29.962,133.508,48.704,30.038,28.795
3234,8/25/2023 11:18:27 AM,92.014,30.265,29.897,132.906,48.183,30.023,28.810
3235,8/25/2023 11:18:28 AM,89.596,30.215,29.935,132.636,46.774,30.046,28.833
3236,8/25/2023 11:18:29 AM,88.083,30.311,30.046,131.990,44.151,30.017,28.980
3237,8/25/2023 11:18:30 AM,87.538,30.311,30.149,131.500,49.081,29.835,28.841
3238,8/25/2023 11:18:31 AM,86.936,30.267,30.149,131.397,59.811,29.937,28.753
3239,8/25/2023 11:18:32 AM,78.611,30.253,30.252,130.848,55.751,29.887,28.820
3240,8/25/2023 11:18:33 AM,76.299,30.217,30.216,130.857,56.651,30.057,28.887
3241,8/25/2023 11:18:34 AM,78.484,30.343,30.239,130.798,53.758,29.939,28.726
3242,8/25/2023 11:18:35 AM,82.926,30.286,30.168,130.903,53.760,30.074,28.831
3243,8/25/2023 11:18:36 AM,84.854,30.265,30.132,130.867,52.413,29.950,28.795
3244,8/25/2023 11:18:37 AM,88.985,30.339,30.044,130.693,50.554,29.981,28.723
3245,8/25/2023 11:18:38 AM,89.624,30.318,30.096,130.335,45.153,29.945,28.864
3246,8/25/2023 11:18:39 AM,87.552,30.208,30.119,130.080,45.089,29.910,28.725
3247,8/25/2023 11:18:40 AM,84.005,30.276,30.054,130.425,54.716,29.874,28.763
3248,8/25/2023 11:18:41 AM,84.557,30.152,30.107,130.463,56.193,29.927,28.816
3249,8/25/2023 11:18:42 AM,80.697,30.175,30.159,130.207,57.409,30.008,28.883
3250,8/25/2023 11:18:43 AM,81.593,30.227,30.138,130.318,62.200,29.899,28.759
3251,8/25/2023 11:18:44 AM,80.456,30.206,30.132,130.341,65.234,29.952,28.635
3252,8/25/2023 11:18:45 AM,83.272,30.288,30.199,130.672,68.667,29.916,28.849
3253,8/25/2023 11:18:46 AM,83.366,30.238,30.046,130.760,67.793,30.019,28.864
3254,8/25/2023 11:18:47 AM,82.107,30.107,30.136,130.548,65.566,30.012,28.725
3255,8/25/2023 11:18:48 AM,78.878,30.219,30.041,130.308,62.835,29.918,28.925
3256,8/25/2023 11:18:49 AM,77.612,30.271,30.123,129.964,59.585,30.029,28.889
3257,8/25/2023 11:18:50 AM,81.996,30.126,30.096,129.855,54.301,29.847,28.824
3258,8/25/2023 11:18:51 AM,84.534,30.246,30.186,129.322,54.338,29.855,28.891
3259,8/25/2023 11:18:52 AM,87.697,30.298,30.194,129.286,53.179,29.966,28.841
3260,8/25/2023 11:18:53 AM,88.674,30.285,30.226,128.993,52.530,29.995,28.826
3261,8/25/2023 11:18:54 AM,89.859,30.264,30.278,128.826,52.466,29.945,28.834
3262,8/25/2023 11:18:55 AM,90.040,30.214,30.331,128.313,51.255,29.945,28.922
3263,8/25/2023 11:18:56 AM,88.972,30.178,30.354,128.117,55.571,29.983,28.696
3264,8/25/2023 11:18:57 AM,87.594,30.193,30.471,128.366,62.267,29.953,28.901
3265,8/25/2023 11:18:58 AM,88.062,30.172,30.450,128.424,65.852,30.012,28.754
3266,8/25/2023 11:18:59 AM,78.747,30.246,30.406,128.190,64.189,29.939,28.946
3267,8/25/2023 11:19:00 AM,75.374,30.222,30.515,128.043,64.376,29.865,28.857
3268,8/25/2023 11:19:01 AM,73.126,30.252,30.574,127.715,64.871,29.888,28.895
3269,8/25/2023 11:19:02 AM,73.936,30.216,30.582,127.606,64.865,29.911,28.918
3270,8/25/2023 11:19:03 AM,73.965,30.334,30.553,127.475,66.041,30.029,28.933
3271,8/25/2023 11:19:04 AM,69.540,30.172,30.656,127.094,62.671,29.897,28.830
3272,8/25/2023 11:19:05 AM,65.800,30.201,30.626,126.539,63.374,30.029,28.889
3273,8/25/2023 11:19:06 AM,58.940,30.157,30.685,125.764,60.690,30.088,28.948
3274,8/25/2023 11:19:07 AM,56.317,30.224,30.767,125.611,61.947,30.023,28.941
3275,8/25/2023 11:19:08 AM,54.581,30.260,30.729,125.240,62.974,29.928,28.964
3276,8/25/2023 11:19:09 AM,58.531,30.210,30.811,124.962,63.978,29.987,28.847
3277,8/25/2023 11:19:10 AM,59.761,30.159,30.819,124.801,62.960,29.825,28.950
3278,8/25/2023 11:19:11 AM,61.978,30.151,30.781,124.611,60.893,30.016,28.832
3279,8/25/2023 11:19:12 AM,70.908,30.298,30.825,125.020,57.675,30.016,28.950
3280,8/25/2023 11:19:13 AM,74.832,30.327,30.825,124.933,56.180,30.031,28.803
3281,8/25/2023 11:19:14 AM,75.899,30.203,30.775,124.787,49.881,30.060,28.906
3282,8/25/2023 11:19:15 AM,78.348,30.248,30.819,124.202,43.469,30.016,28.876
3283,8/25/2023 11:19:16 AM,82.000,30.292,30.893,123.458,43.048,29.987,28.920
3284,8/25/2023 11:19:17 AM,83.238,30.166,30.884,123.303,44.200,29.993,28.794
3285,8/25/2023 11:19:18 AM,85.144,30.283,30.855,122.909,43.649,29.949,28.882
3286,8/25/2023 11:19:19 AM,84.987,30.283,30.943,122.603,42.691,29.905,28.794
3287,8/25/2023 11:19:20 AM,85.689,30.269,30.899,122.319,42.264,29.943,28.861
3288,8/25/2023 11:19:21 AM,85.439,30.189,30.937,121.926,43.004,30.031,28.803
3289,8/25/2023 11:19:22 AM,85.267,30.248,30.863,121.867,41.973,30.016,28.906
3290,8/25/2023 11:19:23 AM,82.716,30.262,30.804,121.590,43.353,29.958,29.038
3291,8/25/2023 11:19:24 AM,77.681,30.313,30.884,121.846,47.866,30.010,29.032
3292,8/25/2023 11:19:25 AM,76.757,30.216,30.890,122.190,48.771,30.048,28.952
3293,8/25/2023 11:19:26 AM,79.391,30.290,30.861,122.257,48.707,30.012,29.004
3294,8/25/2023 11:19:27 AM,77.924,30.298,30.899,122.440,54.701,29.991,28.880
3295,8/25/2023 11:19:28 AM,75.026,30.262,30.878,122.440,52.843,30.079,28.998
3296,8/25/2023 11:19:29 AM,77.074,30.248,30.804,122.551,58.061,29.852,28.962
3297,8/25/2023 11:19:30 AM,79.150,30.292,30.819,123.070,59.521,30.037,29.000
3298,8/25/2023 11:19:31 AM,82.280,30.315,31.018,123.201,56.258,30.022,28.912
3299,8/25/2023 11:19:32 AM,80.441,30.294,30.895,122.480,44.977,30.016,28.994
3300,8/25/2023 11:19:33 AM,80.735,30.331,30.888,121.767,46.326,30.033,29.010
3301,8/25/2023 11:19:34 AM,81.683,30.216,30.905,121.300,45.413,30.047,29.025
3302,8/25/2023 11:19:35 AM,76.816,30.233,30.907,120.653,48.548,29.953,28.901
3303,8/25/2023 11:19:36 AM,71.025,30.270,30.901,120.471,54.442,30.020,28.954
3304,8/25/2023 11:19:37 AM,70.603,30.323,30.894,120.553,57.802,30.058,29.035
3305,8/25/2023 11:19:38 AM,59.104,30.251,30.867,120.030,55.330,29.986,28.832
3306,8/25/2023 11:19:39 AM,57.502,30.333,30.890,119.770,59.631,30.003,28.687
3307,8/25/2023 11:19:40 AM,61.713,30.306,30.848,120.070,60.085,29.997,28.754
3308,8/25/2023 11:19:41 AM,64.425,30.218,30.877,119.524,48.671,29.976,28.806
3309,8/25/2023 11:19:42 AM,63.400,30.197,30.827,118.811,47.688,29.917,28.703
3310,8/25/2023 11:19:43 AM,68.870,30.308,30.791,118.688,49.055,30.043,28.726
3311,8/25/2023 11:19:44 AM,71.413,30.346,30.844,119.010,53.011,29.972,28.773
3312,8/25/2023 11:19:45 AM,74.070,30.295,30.837,119.616,55.511,29.892,28.943
3313,8/25/2023 11:19:46 AM,78.216,30.289,30.758,119.624,55.203,29.959,28.892
3314,8/25/2023 11:19:47 AM,79.779,30.291,30.657,119.399,49.819,30.055,28.798
3315,8/25/2023 11:19:48 AM,80.274,30.270,30.709,119.195,48.301,30.011,28.754
3316,8/25/2023 11:19:49 AM,76.238,30.228,30.858,118.977,49.876,29.967,28.857
3317,8/25/2023 11:19:50 AM,76.318,30.295,30.661,118.287,49.206,30.078,28.806
3318,8/25/2023 11:19:51 AM,78.196,30.268,30.722,118.208,47.291,30.102,28.800
3319,8/25/2023 11:19:52 AM,81.569,30.379,30.701,117.561,44.823,29.963,28.838
3320,8/25/2023 11:19:53 AM,81.807,30.343,30.636,117.235,44.193,30.074,28.817
3321,8/25/2023 11:19:54 AM,82.216,30.234,30.644,117.228,44.071,30.053,28.693
3322,8/25/2023 11:19:55 AM,82.476,30.427,30.617,117.048,45.355,30.003,28.833
3323,8/25/2023 11:19:56 AM,81.848,30.326,30.560,116.759,44.487,30.064,28.644
3324,8/25/2023 11:19:57 AM,81.641,30.349,30.495,116.215,43.117,30.043,28.770
3325,8/25/2023 11:19:58 AM,81.477,30.475,30.518,115.947,44.620,29.978,28.676
3326,8/25/2023 11:19:59 AM,80.655,30.322,30.556,116.071,45.324,30.030,28.728
3327,8/25/2023 11:20:00 AM,78.277,30.381,30.527,115.708,44.758,30.059,28.728
3328,8/25/2023 11:20:01 AM,77.870,30.448,30.535,115.367,43.403,30.068,28.678
3329,8/25/2023 11:20:02 AM,73.976,30.345,30.506,115.056,43.383,30.003,28.686
3330,8/25/2023 11:20:03 AM,76.381,30.353,30.426,115.187,46.875,30.032,28.730
3331,8/25/2023 11:20:04 AM,76.275,30.383,30.573,115.529,43.565,30.011,28.724
3332,8/25/2023 11:20:05 AM,74.857,30.353,30.573,115.079,44.116,29.938,28.680
3333,8/25/2023 11:20:06 AM,75.931,30.456,30.455,114.977,43.042,30.084,28.650
3334,8/25/2023 11:20:07 AM,72.853,30.427,30.587,115.006,44.160,30.114,28.768
3335,8/25/2023 11:20:08 AM,74.012,30.471,30.573,114.876,44.667,29.952,28.709
3336,8/25/2023 11:20:09 AM,76.031,30.353,30.529,114.376,43.138,30.034,28.644
3337,8/25/2023 11:20:10 AM,76.031,30.368,30.499,114.100,43.094,30.107,28.747
3338,8/25/2023 11:20:11 AM,76.074,30.339,30.573,113.911,42.557,30.107,28.776
3339,8/25/2023 11:20:12 AM,76.217,30.339,30.558,113.592,44.182,29.990,28.806
3340,8/25/2023 11:20:13 AM,76.798,30.318,30.522,113.687,44.002,30.131,28.829
3341,8/25/2023 11:20:14 AM,78.989,30.244,30.552,113.753,45.460,29.992,28.822
